,users,bookmarks,county,state,cal,cal_fat,col,fiber,sodium,carbs,fat,protein,sugar,dabetis,obese
797,19,218,Merrimack,New Hampshire,378.8807339449542,182596.33027522932,75.88073394495413,2442.660550458716,664.5733944954129,30539.4495412844,20288.07339449541,18360.5504587156,11749.082568807342,2,2
798,20,1094,Mesa,Colorado,315.5530164533821,148355.57586837298,56.624314442413166,2110.3290676416823,532.1681901279709,29063.34552102377,16482.998171846433,13372.120658135289,11681.627056672758,2,1
799,1,4,Mexicali,Baja California,292.25,104500.0,53.75,2900.0,326.75,41625.0,11625.0,7325.0,20150.0,,
800,10,171,Miami,Kansas,319.812865497076,143187.13450292393,53.82456140350878,2478.362573099414,511.4678362573097,33258.479532163736,15908.187134502925,11579.532163742688,13626.315789473683,4,2
801,84,3633,Miami-Dade,Florida,323.83292045141764,145275.52986512528,59.53977429121935,2584.172859895401,555.5862923203962,30357.941095513364,16140.379851362508,14747.701624002208,12477.814478392513,3,2
802,165,6736,Middlesex,Massachusetts,337.35139548693587,158295.2790973871,63.86950712589071,2283.9222090261264,553.315469121141,30239.66745843232,17587.648456057013,14900.475059382437,11895.190023752964,4,2
803,20,564,Midland,Texas,296.7978723404254,131579.78723404257,49.10460992907802,2246.0992907801424,552.5460992907806,29788.652482269503,14618.262411347512,12225.354609929074,12615.602836879429,3,2
804,2,7,Mifflin,Pennsylvania,400.71428571428567,183000.0,74.42857142857143,3228.5714285714284,643.7142857142858,40728.57142857143,20328.571428571428,14614.285714285714,5585.714285714284,3,2
805,3,288,Milam,Texas,350.04861111111114,163576.38888888885,66.3125,2628.125,638.7430555555553,29309.722222222223,18180.90277777777,17514.93055555556,9681.944444444449,4,2
806,1,89,Millard,Utah,265.2921348314606,121573.03370786515,54.19101123595507,1442.6966292134832,405.62921348314615,24878.651685393263,13506.741573033709,11366.29213483146,11866.29213483146,2,2
807,2,4,Mille Lacs,Minnesota,326.75,194250.0,77.5,1375.0,843.0,14200.0,21600.0,19150.0,6225.0,2,2
808,6,61,Miller,Georgia,346.9016393442623,176180.32786885247,63.672131147540966,2444.262295081967,507.19672131147547,32563.934426229513,19570.49180327869,11619.67213114754,17329.508196721312,3,2
809,1,6,Mills,Iowa,331.5,182666.66666666663,52.0,1716.666666666667,277.5,32200.0,20300.0,7450.0,20850.0,3,2
810,115,4384,Milwaukee,Wisconsin,337.12180656934316,156886.40510948902,61.377509124087545,2554.4936131386858,575.4210766423363,30904.972627737243,17431.934306569336,14754.607664233588,11494.388686131399,3,2
811,5,81,Mineral,West Virginia,286.5555555555556,139320.98765432098,54.308641975308646,1428.3950617283951,537.4444444444445,25981.481481481478,15485.185185185186,11403.703703703704,12161.72839506173,4,3
812,3,73,Minidoka,Idaho,306.1917808219178,145698.63013698632,41.972602739726035,1838.356164383562,416.7534246575343,34058.904109589035,16184.931506849314,7415.068493150686,18728.767123287667,4,2
813,31,980,Minnehaha,South Dakota,327.4224489795919,154026.53061224494,58.25306122448978,2240.510204081632,517.5500000000002,30574.18367346939,17113.877551020403,13464.387755102043,12335.714285714284,2,2
814,1,4,Mississippi,Arkansas,533.75,169500.0,55.25,3025.0,850.25,45275.0,18825.0,22400.0,10625.0,3,2
815,17,284,Missoula,Montana,304.82746478873236,137443.661971831,50.049295774647895,2280.6338028169016,489.4295774647887,30217.253521126764,15270.77464788732,12437.676056338027,12453.169014084508,1,1
816,3,10,Mitchell,Texas,306.2,147100.0,67.1,2860.0,661.8,22390.0,16340.0,17260.0,7410.0,3,2
817,34,663,Mobile,Alabama,335.8838612368024,156980.39215686274,66.25791855203619,2338.7631975867275,594.8597285067873,28414.47963800905,17442.383107088986,16593.514328808444,10398.491704374057,4,2
818,1,11,Modoc,California,314.6363636363636,153727.27272727276,95.72727272727272,1827.2727272727273,429.9090909090909,17909.090909090908,17072.727272727272,22254.545454545456,11363.636363636364,3,2
819,1,6,Moffat,Colorado,437.16666666666674,218833.3333333333,128.16666666666666,3466.666666666667,707.6666666666665,31983.33333333333,24300.0,23666.66666666667,2783.333333333333,2,1
820,15,339,Mohave,Arizona,329.9144542772862,161259.58702064893,64.12094395280229,2303.834808259587,608.1386430678465,26047.787610619467,17915.929203539818,16500.294985250734,8626.84365781711,4,2
821,42,795,Monmouth,New Jersey,348.86540880503145,162787.42138364786,69.80880503144654,2756.603773584904,618.9459119496853,29229.685534591186,18087.79874213836,17383.522012578618,9662.515723270439,3,2
822,1,1,Mono,California,330.0,108000.0,0.0,1900.0,1188.0,46800.0,12000.0,10700.0,9000.0,2,1
823,1,6,Monona,Iowa,260.1666666666667,105333.33333333334,29.0,983.3333333333333,401.83333333333337,31716.66666666667,11733.333333333332,8066.666666666666,17083.333333333332,3,2
824,14,155,Monongalia,West Virginia,321.67741935483866,152470.96774193546,56.41935483870971,2668.387096774193,529.6,30234.1935483871,16941.290322580648,13227.09677419355,11683.870967741932,3,2
825,180,5243,Monroe,Illinois,334.3190921228304,156070.1888231929,62.962044630936525,2332.99637612054,573.4737745565519,29415.69711996948,17341.007057028408,15590.329963761224,11448.86515353804,3,2
826,3,8,Montague,Texas,350.0,147375.0,71.5,2562.5,451.0,32225.0,16387.5,19100.0,19962.5,3,2
827,4,38,Montcalm,Michigan,383.15789473684214,188236.84210526317,72.65789473684211,2015.7894736842104,521.9736842105264,35642.105263157886,20910.526315789473,13297.368421052632,14765.789473684208,3,3
828,23,346,Monterey,California,328.29190751445077,153921.96531791904,67.21098265895952,2102.312138728323,529.0953757225434,29707.80346820809,17095.08670520231,14233.236994219651,12755.780346820811,2,2
829,2,17,Montezuma,Colorado,486.2352941176471,235647.05882352943,98.52941176470587,2041.1764705882354,783.4117647058823,34923.5294117647,26170.588235294123,23323.529411764703,10517.64705882353,2,1
830,305,9584,Montgomery,Pennsylvania,335.4776711185308,156566.15191986662,64.09860183639401,2390.484140233726,572.2055509181978,29598.52879799665,17395.043823038402,15546.692404006675,11387.020033388979,2,2
831,1,35,Montmorency,Michigan,352.48571428571427,178742.8571428571,69.97142857142856,1551.428571428571,638.4857142857143,28585.714285714283,19865.714285714286,14965.714285714284,11074.285714285716,4,2
832,2,84,Montrose,Colorado,344.05952380952385,144916.6666666667,69.69047619047619,2588.0952380952385,686.1309523809524,29884.523809523813,16108.333333333332,19436.904761904763,10169.047619047618,1,1
833,1,23,Moody,South Dakota,359.7826086956522,156086.95652173914,71.52173913043478,2265.217391304348,437.0,36700.0,17339.130434782608,15552.17391304348,14186.95652173913,3,2
834,6,129,Moore,North Carolina,327.8759689922481,151976.7441860465,65.8062015503876,1886.0465116279072,500.9844961240311,27313.17829457364,16882.94573643411,16876.744186046508,11830.232558139529,3,2
835,25,288,Morgan,Indiana,367.64236111111114,170559.02777777778,77.67013888888887,2106.597222222222,626.7395833333334,30993.402777777777,18947.916666666664,18672.222222222223,13415.972222222224,4,2
836,29,627,Morris,New Jersey,339.0765550239235,162317.38437001596,69.95853269537484,2097.92663476874,541.6060606060607,28583.09409888358,18033.49282296651,15765.550239234452,10961.244019138756,4,2
837,1,4,Morrison,Minnesota,187.75,80000.0,14.75,425.0,82.75,25825.0,8875.0,1750.0,19200.0,2,2
838,6,100,Morrow,Ohio,293.91,133180.0,54.99,2116.0,544.13,25361.0,14796.0,15189.0,8909.0,3,2
839,1,41,Morton,Kansas,387.8780487804878,203121.95121951218,79.36585365853658,1643.9024390243906,601.4634146341464,29248.780487804877,22563.414634146342,17187.80487804878,13817.073170731706,2,2
840,1,36,Moultrie,Illinois,425.0,212861.11111111112,84.6111111111111,2413.8888888888887,747.1111111111112,31552.777777777777,23644.44444444444,21502.777777777777,9211.111111111111,3,2
841,1,5,Mountrail,North Dakota,295.2,129800.0,26.4,2480.0,583.4,32980.0,14460.0,9340.0,9400.0,3,3
842,5,46,Mower,Minnesota,304.2608695652174,135000.0,47.93478260869565,1800.0,635.4130434782609,29391.304347826088,14995.652173913048,13365.217391304348,10606.521739130436,2,2
843,1,12,Muhlenberg,Kentucky,331.4166666666667,153166.66666666663,35.75,2058.333333333333,565.75,32616.66666666667,17025.0,13316.666666666668,19216.666666666668,4,3
844,190,5555,Multnomah,Oregon,319.65112511251135,147873.0873087308,57.39567956795674,2346.4626462646256,522.3058505850587,30069.612961296134,16429.018901890184,13638.199819981985,12029.072907290727,2,2
845,5,131,Murray,Georgia,342.6793893129772,152358.7786259542,59.89312977099237,1816.0305343511454,514.9923664122139,36736.64122137405,16932.061068702293,11651.908396946565,19568.702290076333,4,3
846,3,11,Muscatine,Iowa,360.27272727272725,170363.63636363635,63.72727272727273,2354.5454545454545,725.9090909090909,29927.272727272728,18945.454545454544,18018.18181818182,10181.818181818182,2,2
847,17,315,Muscogee,Georgia,362.0507936507937,190352.38095238095,72.15873015873015,2438.095238095238,631.7587301587303,28416.190476190477,21151.11111111111,15507.619047619048,9435.873015873014,4,3
848,17,319,Muskegon,Michigan,331.10344827586204,161056.4263322884,66.58307210031347,1989.6551724137933,613.1222570532916,26892.476489028217,17896.865203761754,15517.868338557993,11595.924764890284,3,3
849,7,471,Muskingum,Ohio,369.9766454352442,179061.57112526536,71.8832271762208,2186.4118895966035,616.3949044585986,31290.87048832272,19896.815286624205,16673.46072186836,10494.267515923568,4,2
850,6,61,Muskogee,Oklahoma,348.1967213114755,181049.18032786887,67.63934426229507,2165.5737704918038,583.7377049180327,27763.934426229513,20114.754098360656,14178.688524590163,10931.14754098361,4,3
851,1,2,Musselshell,Montana,424.5,209500.0,82.0,1100.0,1434.5,28200.0,23250.0,24800.0,18050.0,3,1
852,5,74,Nacogdoches,Texas,384.3513513513514,187216.2162162162,91.0945945945946,2031.081081081081,657.1756756756755,26283.78378378378,20800.0,22650.0,8860.81081081081,3,2
853,2,65,Nantucket,Massachusetts,337.04615384615386,149846.15384615384,56.12307692307691,3933.8461538461543,734.0,30440.0,16646.153846153848,17280.0,7143.076923076924,2,1
854,14,337,Napa,California,373.1988130563798,177816.02373887238,72.6913946587537,2488.724035608308,817.7121661721069,30505.93471810089,19757.56676557863,18303.857566765582,10730.86053412463,2,2
855,2,313,Nash,North Carolina,361.0511182108627,176450.47923322683,75.7699680511182,2235.463258785943,909.0287539936098,27030.03194888179,19604.47284345048,18961.66134185304,9764.217252396169,4,3
856,44,753,Nassau,New York,349.0132802124834,164209.82735723775,68.12881806108898,2367.7290836653383,580.0677290836654,30267.86188579017,18245.683930942894,16298.14077025232,12056.972111553785,3,1
857,2,6,Natchitoches,Louisiana,305.5,150666.66666666663,59.0,2083.333333333333,568.3333333333334,25400.0,16766.666666666668,13883.333333333336,9066.666666666668,,
858,4,65,Natrona,Wyoming,402.4,197030.76923076922,87.55384615384615,2516.923076923077,665.6615384615385,27764.615384615387,21893.846153846152,23373.846153846152,9961.53846153846,2,2
859,7,296,Navajo,Arizona,376.78040540540536,186537.1621621622,75.57432432432431,2289.5270270270275,591.6722972972973,30944.932432432437,20723.31081081081,16704.729729729726,12054.39189189189,4,2
860,2,9,Navarro,Texas,487.77777777777777,220444.44444444447,127.77777777777777,2966.666666666666,636.1111111111112,44844.444444444445,24488.88888888889,22544.44444444444,15200.0,3,2
861,4,154,Nelson,North Dakota,353.8181818181818,161649.35064935064,71.01948051948051,2058.4415584415588,675.6623376623377,27390.90909090909,17960.389610389608,20233.766233766237,9777.922077922078,3,2
862,2,51,Nemaha,Nebraska,306.607843137255,131549.01960784313,41.450980392156865,2433.333333333334,413.6470588235295,36107.843137254895,14619.607843137252,8962.745098039215,16417.64705882353,3,2
863,1,2,Neosho,Kansas,489.0,234000.0,41.5,1550.0,497.5,60500.0,25950.0,6000.0,38800.0,3,3
864,1,1,Neshoba,Mississippi,203.0,88000.0,54.0,700.0,169.0,26300.0,9800.0,3500.0,20400.0,5,3
865,1,11,Ness,Kansas,517.0,282454.5454545455,93.0,2781.818181818182,996.6363636363636,34472.72727272727,31372.727272727272,23700.0,4863.636363636364,4,2
866,12,550,Nevada,California,315.22363636363616,147185.45454545453,62.38727272727274,2249.090909090909,447.56,30599.454545454555,16351.090909090908,12194.909090909092,12043.63636363637,2,1
867,48,1114,New Castle,Delaware,332.93267504488324,155533.2136445243,66.70646319569121,2340.5745062836622,574.6597845601441,30195.960502692997,17284.20107719927,14585.457809694792,11801.885098743278,2,2
868,21,419,New Hanover,North Carolina,333.6205250596658,150966.58711217178,61.95942720763724,2541.0501193317427,548.2792362768499,31951.31264916467,16773.747016706446,14460.143198090684,11486.873508353225,3,2
869,68,1547,New Haven,Connecticut,346.7989657401422,163102.13316095664,67.07950872656754,2400.775694893343,579.9612152553331,30300.25856496445,18121.137685843565,15969.424692954099,12037.427278603738,3,2
870,2,100,New Kent,Virginia,355.53,161790.0,67.58000000000001,2183.0,555.55,34768.0,17976.0,14299.0,13071.0,3,2
871,22,630,New London,Connecticut,340.3888888888889,161136.50793650793,62.014285714285705,2462.0634920634925,606.9317460317462,30420.476190476198,17903.809523809523,14985.39682539682,11084.444444444449,2,2
872,3,54,New Madrid,Missouri,341.8703703703704,164574.07407407407,56.38888888888889,1731.4814814814813,454.9444444444445,30596.2962962963,18287.03703703704,14866.666666666668,16805.55555555556,3,3
873,20,350,New York,New York,318.42571428571426,150637.14285714287,66.43428571428572,1897.4285714285716,496.78571428571416,29406.285714285717,16732.857142857145,13034.571428571428,12039.714285714284,2,1
874,3,34,Newaygo,Michigan,263.4411764705883,146294.11764705885,30.94117647058824,2241.1764705882347,554.0294117647059,20905.88235294117,16250.0,9717.64705882353,7744.117647058823,3,2
875,8,534,Newport,Rhode Island,320.7359550561798,147314.60674157302,60.05617977528086,2647.0037453183504,580.8501872659173,28108.988764044945,16367.228464419468,15947.003745318354,9754.494382022473,2,1
876,14,1113,Newton,Arkansas,339.4636118598383,160176.99910152736,63.18867924528303,2236.5678346810423,540.3674752920037,31651.841868823,17795.14824797844,13757.681940700813,12779.784366576823,4,2
877,7,119,Nez Perce,Idaho,336.38655462184875,158310.9243697479,68.08403361344537,2084.873949579832,536.5294117647056,31783.19327731092,17590.756302521007,13714.285714285716,13709.243697478993,4,2
878,15,247,Niagara,New York,324.7165991902834,150979.75708502025,57.25910931174089,2157.894736842105,488.5222672064778,32374.493927125513,16769.635627530362,12039.27125506073,14793.927125506072,3,2
879,1,16,Nicholas,West Virginia,340.1875,172937.5,72.0,1731.25,556.8125,27587.5,19212.5,14725.0,7437.5,4,3
880,1,1,Nicollet,Minnesota,363.0,251000.0,82.0,3200.0,272.0,7800.0,27900.0,20600.0,2700.0,2,2
881,2,66,Noble,Oklahoma,328.3484848484849,160757.57575757575,66.12121212121212,2746.969696969697,676.939393939394,25236.363636363643,17857.575757575756,17090.909090909092,7377.272727272728,4,3
882,2,67,Nobles,Minnesota,345.7761194029851,164462.6865671642,82.59701492537314,2771.6417910447767,851.3134328358208,26805.97014925373,18277.611940298502,18805.97014925373,6941.79104477612,2,2
883,2,57,Nolan,Texas,375.0701754385965,192438.5964912281,70.91228070175438,1766.6666666666665,507.84210526315786,34185.964912280695,21371.929824561405,11598.245614035088,12342.105263157895,4,2
884,1,3,Nome,Alaska,221.33333333333331,63000.0,32.0,1066.6666666666667,438.33333333333326,32866.666666666664,6966.666666666668,7600.0,20466.666666666668,,
885,35,593,Norfolk,Massachusetts,322.78583473861715,152529.51096121414,61.76053962900506,2156.4924114671167,599.494097807757,26931.534569983134,16945.36256323777,15650.4215851602,9820.404721753797,2,1
886,36,715,Northampton,Pennsylvania,358.3370629370629,174495.10489510495,68.96083916083914,2190.6293706293704,610.3860139860141,30628.391608391605,19386.993006993,15732.587412587412,12208.95104895105,4,2
887,6,64,Northumberland,Pennsylvania,336.09375,165046.875,61.9375,2106.25,427.0625,31285.9375,18329.6875,12051.5625,13456.25,4,2
888,2,19,Northwest Arctic,Alaska,316.0526315789473,136578.94736842107,30.78947368421053,2278.9473684210525,580.0,40878.94736842105,15178.947368421052,6084.210526315788,23236.84210526316,,
889,1,1,Norton,Kansas,201.0,109000.0,51.0,1300.0,181.0,22600.0,12100.0,2900.0,16900.0,3,2
890,1,8,Noxubee,Mississippi,429.75,199750.0,38.75,2687.5,585.5,47875.0,22200.0,11400.0,21600.0,5,3
891,25,1582,Nueces,Texas,343.480404551201,159884.3236409608,64.20606826801516,2469.1529709228826,552.0726927939315,32166.182048040468,17762.389380530974,14290.139064475348,13843.742098609362,3,2
892,3,81,Nye,Nevada,270.04938271604937,115777.7777777778,53.790123456790134,1461.7283950617289,526.0493827160493,22444.44444444445,12872.839506172842,15744.444444444443,8993.827160493829,3,2
893,2,207,O'Brien,Iowa,336.1449275362318,165782.60869565222,57.82608695652174,2199.0338164251207,492.10628019323667,31708.212560386473,18415.942028985508,12023.188405797102,15756.038647342993,3,2
894,114,2845,Oakland,Michigan,338.49701230228465,160835.85237258358,64.0087873462214,2427.732864674865,595.2411247803162,29205.905096660787,17867.94376098418,15594.481546572913,10934.797891036902,3,2
895,27,619,Ocean,New Jersey,340.172859450727,155518.57835218092,64.8449111470113,2823.9095315024238,589.4684975767368,29868.174474959615,17277.705977382877,16258.158319870758,10608.885298869149,3,2
896,6,309,Oceana,Michigan,343.77993527508096,170165.0485436893,62.77669902912621,1831.7152103559874,494.30097087378647,31940.129449838183,18905.825242718445,12408.09061488673,16288.673139158574,3,3
897,1,2,Ochiltree,Texas,359.0,202500.0,92.5,300.0,790.0,10800.0,22500.0,27500.0,6450.0,3,2
898,4,69,Oconee,Georgia,285.9710144927536,135173.91304347827,45.81159420289855,1652.1739130434785,388.0289855072463,29079.710144927532,15023.1884057971,9750.72463768116,15707.246376811594,4,2
899,5,55,Oconto,Wisconsin,248.7818181818182,120381.81818181818,40.63636363636364,1498.1818181818182,291.72727272727275,23861.818181818184,13372.727272727272,9060.0,11261.818181818178,3,2
900,5,85,Ogemaw,Michigan,235.04705882352943,96788.23529411764,28.282352941176466,1522.3529411764707,307.31764705882364,28841.176470588238,10744.705882352942,6587.058823529411,14123.529411764706,3,2
901,7,48,Ogle,Illinois,353.25,167708.33333333337,66.39583333333334,2616.666666666667,837.8541666666667,27854.166666666664,18629.166666666668,19252.083333333336,8931.25,3,2
902,4,35,Ohio,West Virginia,269.22857142857146,125800.0,48.228571428571435,1274.2857142857142,313.54285714285714,26860.0,13974.285714285714,10240.0,16731.428571428572,4,2
903,32,732,Okaloosa,Florida,341.2199453551913,167075.1366120219,72.06557377049181,2214.071038251368,634.0983606557378,26487.704918032792,18561.88524590164,17310.655737704914,9724.863387978136,3,2
904,2,35,Okanogan,Washington,327.9428571428571,165571.42857142858,62.828571428571436,1934.2857142857144,490.0,28211.42857142857,18391.428571428565,13182.857142857141,10174.285714285717,3,2
905,3,205,Okeechobee,Florida,337.25365853658536,160887.80487804874,62.17073170731707,2410.243902439024,479.1658536585366,32512.195121951216,17872.195121951216,12007.804878048784,13829.268292682926,4,2
906,98,3318,Oklahoma,Oklahoma,345.1154309825195,163717.29957805906,67.19138034960824,2169.2585895117545,580.5232067510548,30631.946955997584,18190.174804098853,15182.971669680517,12699.939722724532,3,2
907,6,71,Oktibbeha,Mississippi,370.61971830985914,173774.64788732392,68.59154929577464,2633.802816901409,544.9859154929577,34208.45070422535,19316.901408450703,14463.380281690143,11132.394366197184,3,3
908,6,111,Oldham,Texas,334.64864864864865,171045.04504504506,70.99099099099098,2410.8108108108113,602.954954954955,25477.477477477474,19002.7027027027,16090.090090090092,11309.90990990991,3,2
909,22,501,Olmsted,Minnesota,342.9680638722555,165301.39720558882,66.90419161676647,2388.0239520958085,646.111776447106,27808.383233532924,18366.666666666668,16898.802395209586,9845.109780439123,2,2
910,16,655,Oneida,Wisconsin,331.8473282442749,154461.0687022901,66.55725190839698,1975.8778625954199,557.9725190839697,29111.908396946557,17162.137404580153,15405.648854961826,11657.55725190839,3,2
911,36,918,Onondaga,New York,311.89978213507635,142316.99346405233,57.065359477124176,2394.117647058822,512.8638344226579,29320.58823529413,15812.200435729848,13614.052287581699,11851.307189542473,3,2
912,28,1747,Onslow,North Carolina,328.7756153405838,153297.65311963367,60.81167716084715,2206.8116771608466,520.3342873497427,30418.20263308529,17031.825987406984,14023.12535775615,12811.562678878076,3,2
913,19,668,Ontario,New York,350.7724550898205,169064.37125748507,69.16017964071858,2291.916167664672,639.2874251497002,29727.095808383237,18785.17964071856,16163.473053892218,11171.107784431138,3,2
914,461,13469,Orange,California,337.3523646892867,160107.28339149134,63.38406711708362,2260.034152498327,550.9431286658266,30147.100749870024,17788.996955973,14694.69893830276,12467.087385848967,3,2
915,1,121,Oregon,Missouri,266.6528925619835,96380.1652892562,32.87603305785124,3108.264462809917,479.44628099173553,35393.38842975207,10713.223140495871,8311.570247933885,13811.570247933885,3,2
916,54,1008,Orleans,Vermont,324.1507936507936,147670.63492063494,62.91666666666664,2526.190476190477,546.2430555555553,29999.50396825397,16407.341269841272,14529.067460317463,11383.531746031746,2,2
